experiment_id	id
Plasmid	xy14_104_20.203-44.104
Plasmid	xy14_104_21.204-31.173
Plasmid	xy14_104_21.204-34.147
Plasmid	xy14_105_20.232-34.057
Plasmid	xy14_106_20.124-34.082
Plasmid	xy14_106_20.219-44.106
Plasmid	xy14_106_22.219-28.203
Plasmid	xy14_107_20.132-34.115
Plasmid	xy14_108_20.158-34.121
Plasmid	xy14_109_20.201-34.125
Plasmid	xy14_11_20.090-44.015
Plasmid	xy14_110_20.174-34.138
Plasmid	xy14_110_20.177-44.110
Plasmid	xy14_111_20.009-33.002
Plasmid	xy14_111_20.214-44.111
Plasmid	xy14_111_24.007-27.001
Plasmid	xy14_112_20.018-33.006
Plasmid	xy14_113_20.040-33.019
Plasmid	xy14_114_20.046-33.034
Plasmid	xy14_115_20.064-33.046
Plasmid	xy14_116_20.065-33.052
Plasmid	xy14_117_20.108-33.070
Plasmid	xy14_117_20.27-42.6
Plasmid	xy14_117_21.23-36.5
Plasmid	xy14_117_22.34-34.7
Plasmid	xy14_117_24.30-33.11
Plasmid	xy14_118_20.101-33.072
Plasmid	xy14_118_20.44-42.19
Plasmid	xy14_119_20.115-33.079
Plasmid	xy14_12_20.073-44.016
Plasmid	xy14_120_20.122-33.080
Plasmid	xy14_121_20.129-33.087
Plasmid	xy14_121_20.134-41.74
Plasmid	xy14_122_20.139-33.090
Plasmid	xy14_122_20.188-41.99
Plasmid	xy14_123_20.142-33.101
Plasmid	xy14_123_20.182-41.115
Plasmid	xy14_124_20.165-33.116
Plasmid	xy14_125_20.167-33.120
Plasmid	xy14_125_20.35-40.4
Plasmid	xy14_126_20.189-33.133
Plasmid	xy14_127_20.195-33.150
Plasmid	xy14_127_20.52-40.28
Plasmid	xy14_128_20.123-40.57
Plasmid	xy14_128_20.206-33.154
Plasmid	xy14_129_20.161-40.89
Plasmid	xy14_129_20.211-33.157
Plasmid	xy14_129_22.168-35.109
Plasmid	xy14_129_22.168-35.110
Plasmid	xy14_13_20.038-44.017
Plasmid	xy14_130_20.202-40.115
Plasmid	xy14_130_20.207-33.160
Plasmid	xy14_131_20.210-33.167
Plasmid	xy14_131_20.217-40.116
Plasmid	xy14_132_20.225-33.168
Plasmid	xy14_133_20.019-32.001
Plasmid	xy14_134_20.226-40.122
Plasmid	xy14_134_20.233-32.070
Plasmid	xy14_135_20.106-32.084
Plasmid	xy14_136_20.157-32.124
Plasmid	xy14_137_20.199-32.171
Plasmid	xy14_137_20.7-39.4
Plasmid	xy14_137_24.0-27.216
Plasmid	xy14_138_20.015-32.177
Plasmid	xy14_138_20.28-39.13
Plasmid	xy14_139_20.066-31.029
Plasmid	xy14_139_25.053-31.041
Plasmid	xy14_14_20.055-44.019
Plasmid	xy14_140_20.039-31.031
Plasmid	xy14_140_20.34-39.26
Plasmid	xy14_141_20.102-31.077
Plasmid	xy14_142_20.105-31.078
Plasmid	xy14_142_20.21-39.128
Plasmid	xy14_143_20.109-31.087
Plasmid	xy14_143_20.50-38.27
Plasmid	xy14_144_20.137-31.124
Plasmid	xy14_145_20.012-30.010
Plasmid	xy14_146_20.054-30.047
Plasmid	xy14_147_20.056-30.060
Plasmid	xy14_147_20.218-38.121
Plasmid	xy14_147_21.054-28.051
Plasmid	xy14_147_23.076-29.070
Plasmid	xy14_148_20.086-30.071
Plasmid	xy14_149_20.085-30.077
Plasmid	xy14_149_20.29-37.7
Plasmid	xy14_15_20.061-44.021
Plasmid	xy14_15_20.90-44.15
Plasmid	xy14_15_25.048-31.026
Plasmid	xy14_150_20.097-30.083
Plasmid	xy14_151_20.163-30.139
Plasmid	xy14_151_20.24-37.16
Plasmid	xy14_152_20.126-29.104
Plasmid	xy14_152_20.141-37.69
Plasmid	xy14_153_20.170-29.192
Plasmid	xy14_154_20.036-28.030
Plasmid	xy14_155_20.076-28.060
Plasmid	xy14_155_20.185-37.122
Plasmid	xy14_155_21.180-28.170
Plasmid	xy14_156_20.096-28.092
Plasmid	xy14_157_20.132-28.101
Plasmid	xy14_157_24.100-28.120
Plasmid	xy14_158_20.234-28.109
Plasmid	xy14_159_20.188-28.175
Plasmid	xy14_159_20.26-36.22
Plasmid	xy14_16_20.047-44.022
Plasmid	xy14_16_20.73-44.16
Plasmid	xy14_160_20.194-28.178
Plasmid	xy14_160_20.83-36.46
Plasmid	xy14_160_21.75-36.56
Plasmid	xy14_161_20.169-28.186
Plasmid	xy14_161_20.230-36.47
Plasmid	xy14_162_20.004-28.205
Plasmid	xy14_162_25.003-27.003
Plasmid	xy14_163_20.228-27.039
Plasmid	xy14_163_20.82-36.57
Plasmid	xy14_164_20.092-27.074
Plasmid	xy14_165_20.113-27.105
Plasmid	xy14_166_20.175-27.171
Plasmid	xy14_167_20.191-27.195
Plasmid	xy14_168_20.149-27.198
Plasmid	xy14_168_24.185-27.206
Plasmid	xy14_168_25.205-27.211
Plasmid	xy14_169_20.204-27.205
Plasmid	xy14_17_20.075-44.023
Plasmid	xy14_17_20.38-44.17
Plasmid	xy14_17_23.073-28.029
Plasmid	xy14_17_24.060-27.060
Plasmid	xy14_170_20.229-27.217
Plasmid	xy14_171_20.62-35.39
Plasmid	xy14_18_20.053-44.025
Plasmid	xy14_180_20.45-34.27
Plasmid	xy14_181_20.51-34.39
Plasmid	xy14_182_20.232-34.57
Plasmid	xy14_183_20.124-34.82
Plasmid	xy14_184_20.132-34.115
Plasmid	xy14_185_20.158-34.121
Plasmid	xy14_186_20.201-34.125
Plasmid	xy14_189_20.174-34.138
Plasmid	xy14_19_20.057-44.026
Plasmid	xy14_19_20.55-44.19
Plasmid	xy14_192_20.9-33.2
Plasmid	xy14_192_24.7-27.1
Plasmid	xy14_193_20.18-33.6
Plasmid	xy14_195_20.40-33.19
Plasmid	xy14_196_20.46-33.34
Plasmid	xy14_197_20.64-33.46
Plasmid	xy14_198_20.65-33.52
Plasmid	xy14_2_20.060-44.001
Plasmid	xy14_2_20.8-44.2
Plasmid	xy14_2_21.053-30.039
Plasmid	xy14_2_21.053-44.018
Plasmid	xy14_2_24.035-39.016
Plasmid	xy14_2_24.069-28.074
Plasmid	xy14_2_24.5-44.14
Plasmid	xy14_20_20.110-44.028
Plasmid	xy14_200_20.108-33.70
Plasmid	xy14_201_20.101-33.72
Plasmid	xy14_203_20.115-33.79
Plasmid	xy14_204_20.122-33.80
Plasmid	xy14_205_20.129-33.87
Plasmid	xy14_206_20.139-33.90
Plasmid	xy14_207_20.142-33.101
Plasmid	xy14_21_20.072-44.029
Plasmid	xy14_21_20.61-44.21
Plasmid	xy14_21_25.48-31.26
Plasmid	xy14_210_20.165-33.116
Plasmid	xy14_211_20.167-33.120
Plasmid	xy14_212_20.189-33.133
Plasmid	xy14_216_20.195-33.150
Plasmid	xy14_217_20.206-33.154
Plasmid	xy14_218_20.211-33.157
Plasmid	xy14_219_20.207-33.160
Plasmid	xy14_22_20.067-44.030
Plasmid	xy14_22_20.47-44.22
Plasmid	xy14_221_20.210-33.167
Plasmid	xy14_222_20.225-33.168
Plasmid	xy14_224_20.19-32.1
Plasmid	xy14_227_20.233-32.70
Plasmid	xy14_228_20.106-32.84
Plasmid	xy14_229_20.157-32.124
Plasmid	xy14_23_20.071-44.032
Plasmid	xy14_23_20.75-44.23
Plasmid	xy14_23_23.73-28.29
Plasmid	xy14_23_24.60-27.60
Plasmid	xy14_230_20.199-32.171
Plasmid	xy14_231_20.15-32.177
Plasmid	xy14_233_20.66-31.29
Plasmid	xy14_233_25.53-31.41
Plasmid	xy14_234_20.39-31.31
Plasmid	xy14_236_20.102-31.77
Plasmid	xy14_237_20.105-31.78
Plasmid	xy14_239_20.109-31.87
Plasmid	xy14_24_20.074-44.033
Plasmid	xy14_240_20.137-31.124
Plasmid	xy14_243_20.12-30.10
Plasmid	xy14_245_20.54-30.47
Plasmid	xy14_246_20.56-30.60
Plasmid	xy14_246_21.54-28.51
Plasmid	xy14_246_23.76-29.70
Plasmid	xy14_248_20.86-30.71
Plasmid	xy14_25_20.078-44.035
Plasmid	xy14_25_20.53-44.25
Plasmid	xy14_251_20.85-30.77
Plasmid	xy14_252_20.97-30.83
Plasmid	xy14_253_20.163-30.139
Plasmid	xy14_256_20.126-29.104
Plasmid	xy14_26_20.098-44.036
Plasmid	xy14_26_20.57-44.26
Plasmid	xy14_260_20.170-29.192
Plasmid	xy14_262_20.36-28.30
Plasmid	xy14_264_20.76-28.60
Plasmid	xy14_267_20.96-28.92
Plasmid	xy14_268_20.132-28.101
Plasmid	xy14_268_24.100-28.120
Plasmid	xy14_27_20.088-44.037
Plasmid	xy14_270_20.234-28.109
Plasmid	xy14_275_20.188-28.175
Plasmid	xy14_276_20.194-28.178
Plasmid	xy14_277_20.169-28.186
Plasmid	xy14_279_20.4-28.205
Plasmid	xy14_279_25.3-27.3
Plasmid	xy14_28_20.091-44.039
Plasmid	xy14_28_20.110-44.28
Plasmid	xy14_283_20.228-27.39
Plasmid	xy14_285_20.92-27.74
Plasmid	xy14_286_20.113-27.105
Plasmid	xy14_289_20.175-27.171
Plasmid	xy14_29_20.087-44.040
Plasmid	xy14_29_20.72-44.29
Plasmid	xy14_291_20.191-27.195
Plasmid	xy14_292_20.149-27.198
Plasmid	xy14_292_24.185-27.206
Plasmid	xy14_292_25.205-27.211
Plasmid	xy14_293_20.204-27.205
Plasmid	xy14_297_20.229-27.217
Plasmid	xy14_3_20.008-44.002
Plasmid	xy14_3_20.5-44.3
Plasmid	xy14_3_24.005-44.014
Plasmid	xy14_30_20.093-44.042
Plasmid	xy14_30_20.67-44.30
Plasmid	xy14_31_20.099-44.043
Plasmid	xy14_31_22.098-33.078
Plasmid	xy14_32_20.117-44.044
Plasmid	xy14_32_20.71-44.32
Plasmid	xy14_33_20.085-44.045
Plasmid	xy14_33_20.74-44.33
Plasmid	xy14_34_20.111-44.048
Plasmid	xy14_35_20.120-44.049
Plasmid	xy14_35_20.78-44.35
Plasmid	xy14_35_24.113-33.067
Plasmid	xy14_36_20.114-44.050
Plasmid	xy14_36_20.98-44.36
Plasmid	xy14_37_20.116-44.051
Plasmid	xy14_37_20.88-44.37
Plasmid	xy14_38_20.125-44.053
Plasmid	xy14_39_20.119-44.055
Plasmid	xy14_39_20.91-44.39
Plasmid	xy14_4_20.005-44.003
Plasmid	xy14_4_20.30-44.4
Plasmid	xy14_40_20.121-44.056
Plasmid	xy14_40_20.87-44.40
Plasmid	xy14_41_20.128-44.058
Plasmid	xy14_42_20.143-44.059
Plasmid	xy14_42_20.93-44.42
Plasmid	xy14_43_20.153-44.060
Plasmid	xy14_43_20.99-44.43
Plasmid	xy14_43_22.98-33.78
Plasmid	xy14_44_20.117-44.44
Plasmid	xy14_44_20.136-44.061
Plasmid	xy14_45_20.138-44.062
Plasmid	xy14_45_20.85-44.45
Plasmid	xy14_46_20.133-44.063
Plasmid	xy14_46_25.128-44.081
Plasmid	xy14_47_20.140-44.064
Plasmid	xy14_47_23.139-36.098
Plasmid	xy14_48_20.111-44.48
Plasmid	xy14_48_20.144-44.065
Plasmid	xy14_49_20.120-44.49
Plasmid	xy14_49_20.131-44.066
Plasmid	xy14_49_24.113-33.67
Plasmid	xy14_5_20.030-44.004
Plasmid	xy14_5_20.23-44.5
Plasmid	xy14_50_20.114-44.50
Plasmid	xy14_50_20.168-44.067
Plasmid	xy14_51_20.116-44.51
Plasmid	xy14_51_20.142-44.068
Plasmid	xy14_51_21.139-44.077
Plasmid	xy14_52_20.159-44.070
Plasmid	xy14_52_24.148-44.092
Plasmid	xy14_53_20.125-44.53
Plasmid	xy14_53_20.160-44.071
Plasmid	xy14_54_20.154-44.072
Plasmid	xy14_55_20.119-44.55
Plasmid	xy14_55_20.152-44.074
Plasmid	xy14_56_20.121-44.56
Plasmid	xy14_56_20.151-44.078
Plasmid	xy14_57_20.145-44.079
Plasmid	xy14_58_20.128-44.58
Plasmid	xy14_58_20.184-44.080
Plasmid	xy14_59_20.143-44.59
Plasmid	xy14_59_20.144-44.083
Plasmid	xy14_6_20.023-44.005
Plasmid	xy14_6_20.42-44.6
Plasmid	xy14_60_20.135-44.084
Plasmid	xy14_60_20.153-44.60
Plasmid	xy14_61_20.136-44.61
Plasmid	xy14_61_20.162-44.085
Plasmid	xy14_62_20.138-44.62
Plasmid	xy14_62_20.183-44.086
Plasmid	xy14_62_21.168-38.109
Plasmid	xy14_62_23.173-44.096
Plasmid	xy14_63_20.133-44.63
Plasmid	xy14_63_20.190-44.087
Plasmid	xy14_63_25.128-44.81
Plasmid	xy14_64_20.140-44.64
Plasmid	xy14_64_20.205-44.088
Plasmid	xy14_64_21.196-33.166
Plasmid	xy14_65_20.144-44.65
Plasmid	xy14_65_20.162-44.089
Plasmid	xy14_66_20.131-44.66
Plasmid	xy14_66_20.173-44.090
Plasmid	xy14_67_20.168-44.67
Plasmid	xy14_67_20.190-44.091
Plasmid	xy14_67_23.175-27.168
Plasmid	xy14_68_20.142-44.68
Plasmid	xy14_68_20.187-44.097
Plasmid	xy14_68_21.139-44.77
Plasmid	xy14_69_20.172-44.100
Plasmid	xy14_7_20.042-44.006
Plasmid	xy14_70_20.159-44.70
Plasmid	xy14_70_20.197-44.101
Plasmid	xy14_70_24.148-44.92
Plasmid	xy14_71_20.160-44.71
Plasmid	xy14_71_20.211-44.103
Plasmid	xy14_72_20.154-44.72
Plasmid	xy14_72_20.203-44.104
Plasmid	xy14_72_21.204-31.173
Plasmid	xy14_72_21.204-34.147
Plasmid	xy14_73_20.219-44.106
Plasmid	xy14_73_22.219-28.203
Plasmid	xy14_74_20.152-44.74
Plasmid	xy14_74_20.177-44.110
Plasmid	xy14_75_20.214-44.111
Plasmid	xy14_76_20.027-42.006
Plasmid	xy14_76_21.023-36.005
Plasmid	xy14_76_22.034-34.007
Plasmid	xy14_76_24.030-33.011
Plasmid	xy14_77_20.044-42.019
Plasmid	xy14_78_20.146-41.074
Plasmid	xy14_78_20.151-44.78
Plasmid	xy14_79_20.145-44.79
Plasmid	xy14_79_20.188-41.099
Plasmid	xy14_8_20.022-44.008
Plasmid	xy14_8_20.22-44.8
Plasmid	xy14_8_25.006-41.001
Plasmid	xy14_8_25.6-41.1
Plasmid	xy14_80_20.182-41.115
Plasmid	xy14_80_20.184-44.80
Plasmid	xy14_81_20.035-40.004
Plasmid	xy14_82_20.052-40.028
Plasmid	xy14_83_20.123-40.057
Plasmid	xy14_83_20.144-44.83
Plasmid	xy14_84_20.135-44.84
Plasmid	xy14_84_20.161-40.089
Plasmid	xy14_84_22.168-35.109
Plasmid	xy14_84_22.168-35.110
Plasmid	xy14_85_20.162-44.85
Plasmid	xy14_85_20.202-40.115
Plasmid	xy14_86_20.183-44.86
Plasmid	xy14_86_20.217-40.116
Plasmid	xy14_86_21.168-38.109
Plasmid	xy14_86_23.173-44.96
Plasmid	xy14_87_20.190-44.87
Plasmid	xy14_87_20.226-40.122
Plasmid	xy14_88_20.007-39.004
Plasmid	xy14_88_20.205-44.88
Plasmid	xy14_88_21.196-33.166
Plasmid	xy14_88_24.000-27.216
Plasmid	xy14_89_20.028-39.013
Plasmid	xy14_89_20.162-44.89
Plasmid	xy14_9_20.025-44.009
Plasmid	xy14_9_20.25-44.9
Plasmid	xy14_90_20.034-39.026
Plasmid	xy14_90_20.173-44.90
Plasmid	xy14_91_20.021-39.128
Plasmid	xy14_91_20.190-44.91
Plasmid	xy14_91_23.175-27.168
Plasmid	xy14_92_20.050-38.027
Plasmid	xy14_93_20.218-38.121
Plasmid	xy14_94_20.029-37.007
Plasmid	xy14_95_20.024-37.016
Plasmid	xy14_96_20.141-37.069
Plasmid	xy14_97_20.185-37.122
Plasmid	xy14_97_20.187-44.97
Plasmid	xy14_97_21.180-28.170
Plasmid	xy14_98_20.026-36.022
Plasmid	xy14_99_20.083-36.046
Plasmid	xy14_99_21.075-36.056
Plasmid	xy20_0_20.1-44.0
Plasmid	xy20_1_20.001-44.000
Plasmid	xy20_1_20.4-44.1
Plasmid	xy20_10_20.034-44.010
Plasmid	xy20_10_20.34-44.10
Plasmid	xy20_100_20.041-30.071
Plasmid	xy20_100_20.60-34.25
Plasmid	xy20_101_20.115-30.073
Plasmid	xy20_101_20.66-34.34
Plasmid	xy20_102_20.135-30.085
Plasmid	xy20_102_20.91-34.40
Plasmid	xy20_103_20.167-30.114
Plasmid	xy20_104_20.032-29.028
Plasmid	xy20_104_20.94-34.49
Plasmid	xy20_105_20.102-29.067
Plasmid	xy20_106_20.078-29.071
Plasmid	xy20_106_20.131-34.57
Plasmid	xy20_107_20.088-29.073
Plasmid	xy20_107_20.154-34.73
Plasmid	xy20_108_20.078-29.091
Plasmid	xy20_108_25.089-27.066
Plasmid	xy20_109_20.020-28.017
Plasmid	xy20_11_20.033-44.011
Plasmid	xy20_11_20.33-44.11
Plasmid	xy20_110_20.015-28.025
Plasmid	xy20_110_20.43-33.28
Plasmid	xy20_111_20.058-28.040
Plasmid	xy20_111_20.40-33.30
Plasmid	xy20_112_20.049-28.042
Plasmid	xy20_112_20.90-33.46
Plasmid	xy20_113_20.108-28.070
Plasmid	xy20_113_20.78-33.47
Plasmid	xy20_114_20.035-27.029
Plasmid	xy20_114_20.97-33.53
Plasmid	xy20_115_20.038-27.032
Plasmid	xy20_115_20.157-33.87
Plasmid	xy20_116_20.095-27.069
Plasmid	xy20_116_20.153-33.90
Plasmid	xy20_117_20.37-32.24
Plasmid	xy20_118_20.84-32.49
Plasmid	xy20_12_20.042-44.012
Plasmid	xy20_12_20.42-44.12
Plasmid	xy20_120_20.137-32.83
Plasmid	xy20_120_23.120-29.102
Plasmid	xy20_122_20.168-32.88
Plasmid	xy20_124_20.0-31.1
Plasmid	xy20_124_22.0-31.5
Plasmid	xy20_127_20.55-31.36
Plasmid	xy20_128_20.57-31.39
Plasmid	xy20_129_20.62-31.42
Plasmid	xy20_13_20.031-44.013
Plasmid	xy20_13_20.31-44.13
Plasmid	xy20_130_20.109-31.63
Plasmid	xy20_131_20.112-31.65
Plasmid	xy20_135_20.155-31.95
Plasmid	xy20_136_20.140-31.97
Plasmid	xy20_136_22.118-28.101
Plasmid	xy20_137_20.22-30.11
Plasmid	xy20_138_20.68-30.47
Plasmid	xy20_139_20.61-30.48
Plasmid	xy20_139_23.52-28.54
Plasmid	xy20_14_20.053-44.014
Plasmid	xy20_14_20.53-44.14
Plasmid	xy20_140_20.98-30.62
Plasmid	xy20_141_20.107-30.68
Plasmid	xy20_142_20.41-30.71
Plasmid	xy20_143_20.115-30.73
Plasmid	xy20_144_20.135-30.85
Plasmid	xy20_146_20.167-30.114
Plasmid	xy20_148_20.32-29.28
Plasmid	xy20_15_20.051-44.016
Plasmid	xy20_15_25.040-34.024
Plasmid	xy20_150_20.102-29.67
Plasmid	xy20_151_20.78-29.71
Plasmid	xy20_152_20.88-29.73
Plasmid	xy20_153_20.88-29.91
Plasmid	xy20_153_25.89-27.66
Plasmid	xy20_156_20.20-28.17
Plasmid	xy20_157_20.15-28.25
Plasmid	xy20_158_20.58-28.40
Plasmid	xy20_159_20.49-28.42
Plasmid	xy20_16_20.030-44.018
Plasmid	xy20_16_20.51-44.16
Plasmid	xy20_16_24.019-33.019
Plasmid	xy20_16_25.40-34.24
Plasmid	xy20_161_20.108-28.70
Plasmid	xy20_165_20.35-27.29
Plasmid	xy20_166_20.38-27.32
Plasmid	xy20_168_20.95-27.69
Plasmid	xy20_17_20.063-44.019
Plasmid	xy20_18_20.099-44.020
Plasmid	xy20_18_20.30-44.18
Plasmid	xy20_18_24.19-33.19
Plasmid	xy20_19_20.087-44.021
Plasmid	xy20_19_20.63-44.19
Plasmid	xy20_2_20.004-44.001
Plasmid	xy20_2_20.19-44.2
Plasmid	xy20_20_20.143-44.022
Plasmid	xy20_20_20.99-44.20
Plasmid	xy20_20_22.098-31.082
Plasmid	xy20_20_22.098-36.049
Plasmid	xy20_20_25.113-31.087
Plasmid	xy20_21_20.134-44.024
Plasmid	xy20_21_20.87-44.21
Plasmid	xy20_22_20.028-44.025
Plasmid	xy20_22_20.143-44.22
Plasmid	xy20_22_22.98-31.82
Plasmid	xy20_22_22.98-36.49
Plasmid	xy20_22_25.113-31.87
Plasmid	xy20_23_20.130-44.026
Plasmid	xy20_24_20.121-44.027
Plasmid	xy20_24_20.134-44.24
Plasmid	xy20_25_20.136-44.028
Plasmid	xy20_25_20.28-44.25
Plasmid	xy20_26_20.130-44.26
Plasmid	xy20_26_20.149-44.030
Plasmid	xy20_26_24.116-30.091
Plasmid	xy20_27_20.121-44.27
Plasmid	xy20_27_20.144-44.031
Plasmid	xy20_28_20.136-44.28
Plasmid	xy20_28_20.147-44.032
Plasmid	xy20_29_20.138-44.033
Plasmid	xy20_3_20.019-44.002
Plasmid	xy20_3_20.11-44.3
Plasmid	xy20_30_20.149-44.30
Plasmid	xy20_30_20.152-44.034
Plasmid	xy20_30_24.116-30.91
Plasmid	xy20_31_20.144-44.31
Plasmid	xy20_31_20.166-44.035
Plasmid	xy20_32_20.147-44.32
Plasmid	xy20_32_20.176-44.036
Plasmid	xy20_33_20.138-44.33
Plasmid	xy20_33_20.169-44.037
Plasmid	xy20_34_20.152-44.34
Plasmid	xy20_34_20.165-44.038
Plasmid	xy20_35_20.166-44.35
Plasmid	xy20_35_20.170-44.041
Plasmid	xy20_36_20.014-43.005
Plasmid	xy20_36_20.176-44.36
Plasmid	xy20_37_20.120-41.023
Plasmid	xy20_37_20.169-44.37
Plasmid	xy20_38_20.003-40.002
Plasmid	xy20_38_20.165-44.38
Plasmid	xy20_39_20.064-40.022
Plasmid	xy20_4_20.011-44.003
Plasmid	xy20_4_20.56-44.4
Plasmid	xy20_40_20.082-40.023
Plasmid	xy20_40_22.063-28.081
Plasmid	xy20_41_20.117-40.031
Plasmid	xy20_41_20.170-44.41
Plasmid	xy20_42_20.129-40.033
Plasmid	xy20_43_20.14-43.5
Plasmid	xy20_43_20.163-40.041
Plasmid	xy20_44_20.146-40.044
Plasmid	xy20_45_20.172-40.051
Plasmid	xy20_46_20.009-39.008
Plasmid	xy20_47_20.012-39.009
Plasmid	xy20_47_20.120-41.23
Plasmid	xy20_48_20.039-38.018
Plasmid	xy20_49_20.044-38.030
Plasmid	xy20_5_20.056-44.004
Plasmid	xy20_5_20.13-44.5
Plasmid	xy20_50_20.176-38.046
Plasmid	xy20_50_20.3-40.2
Plasmid	xy20_51_20.008-37.009
Plasmid	xy20_51_22.007-36.005
Plasmid	xy20_52_20.073-37.028
Plasmid	xy20_52_20.64-40.22
Plasmid	xy20_53_20.089-37.031
Plasmid	xy20_53_20.82-40.23
Plasmid	xy20_53_22.63-28.81
Plasmid	xy20_54_20.080-37.032
Plasmid	xy20_54_20.117-40.31
Plasmid	xy20_55_20.105-37.037
Plasmid	xy20_55_20.129-40.33
Plasmid	xy20_55_22.078-34.051
Plasmid	xy20_56_20.114-37.039
Plasmid	xy20_56_20.163-40.41
Plasmid	xy20_57_20.125-37.041
Plasmid	xy20_57_20.156-40.44
Plasmid	xy20_58_20.123-37.045
Plasmid	xy20_58_20.172-40.51
Plasmid	xy20_59_20.139-37.050
Plasmid	xy20_59_20.9-39.8
Plasmid	xy20_59_23.111-37.052
Plasmid	xy20_6_20.013-44.005
Plasmid	xy20_6_20.16-44.6
Plasmid	xy20_60_20.002-36.000
Plasmid	xy20_60_20.12-39.9
Plasmid	xy20_61_20.118-36.041
Plasmid	xy20_61_20.39-38.18
Plasmid	xy20_62_20.070-36.063
Plasmid	xy20_62_20.44-38.30
Plasmid	xy20_63_20.173-36.072
Plasmid	xy20_64_20.046-35.032
Plasmid	xy20_65_20.148-35.062
Plasmid	xy20_65_20.176-38.46
Plasmid	xy20_66_20.017-34.006
Plasmid	xy20_67_20.010-34.009
Plasmid	xy20_68_20.024-34.014
Plasmid	xy20_68_20.8-37.9
Plasmid	xy20_68_22.7-36.5
Plasmid	xy20_69_20.036-34.022
Plasmid	xy20_7_20.016-44.006
Plasmid	xy20_7_20.25-44.7
Plasmid	xy20_70_20.060-34.025
Plasmid	xy20_70_20.73-37.28
Plasmid	xy20_71_20.066-34.034
Plasmid	xy20_72_20.091-34.040
Plasmid	xy20_72_20.89-37.31
Plasmid	xy20_73_20.094-34.049
Plasmid	xy20_73_20.80-37.32
Plasmid	xy20_74_20.105-37.37
Plasmid	xy20_74_20.131-34.057
Plasmid	xy20_74_22.78-34.51
Plasmid	xy20_75_20.114-37.39
Plasmid	xy20_75_20.154-34.073
Plasmid	xy20_76_20.043-33.028
Plasmid	xy20_76_20.125-37.41
Plasmid	xy20_77_20.040-33.030
Plasmid	xy20_78_20.090-33.046
Plasmid	xy20_78_20.123-37.45
Plasmid	xy20_79_20.078-33.047
Plasmid	xy20_8_20.025-44.007
Plasmid	xy20_80_20.097-33.053
Plasmid	xy20_80_20.139-37.50
Plasmid	xy20_80_23.111-37.52
Plasmid	xy20_81_20.157-33.087
Plasmid	xy20_82_20.153-33.090
Plasmid	xy20_83_20.037-32.024
Plasmid	xy20_84_20.084-32.049
Plasmid	xy20_84_20.2-36.0
Plasmid	xy20_85_20.137-32.083
Plasmid	xy20_85_23.120-29.102
Plasmid	xy20_86_20.118-36.41
Plasmid	xy20_86_20.168-32.088
Plasmid	xy20_87_20.000-31.001
Plasmid	xy20_87_22.000-31.005
Plasmid	xy20_88_20.055-31.036
Plasmid	xy20_88_20.70-36.63
Plasmid	xy20_89_20.057-31.039
Plasmid	xy20_89_20.173-36.72
Plasmid	xy20_9_20.023-44.009
Plasmid	xy20_9_20.23-44.9
Plasmid	xy20_90_20.062-31.042
Plasmid	xy20_91_20.109-31.063
Plasmid	xy20_91_20.46-35.32
Plasmid	xy20_92_20.112-31.065
Plasmid	xy20_92_20.148-35.62
Plasmid	xy20_93_20.155-31.095
Plasmid	xy20_94_20.140-31.097
Plasmid	xy20_94_22.118-28.101
Plasmid	xy20_95_20.022-30.011
Plasmid	xy20_95_20.17-34.6
Plasmid	xy20_96_20.068-30.047
Plasmid	xy20_96_20.10-34.9
Plasmid	xy20_97_20.061-30.048
Plasmid	xy20_97_20.24-34.14
Plasmid	xy20_97_23.052-28.054
Plasmid	xy20_98_20.098-30.062
Plasmid	xy20_98_20.36-34.22
Plasmid	xy20_99_20.107-30.068
Plasmid	xy21_0_20.27-44.0
Plasmid	xy21_1_20.027-44.000
Plasmid	xy21_1_20.11-44.1
Plasmid	xy21_1_23.022-41.011
Plasmid	xy21_10_20.091-44.010
Plasmid	xy21_10_20.91-44.10
Plasmid	xy21_10_24.063-33.039
Plasmid	xy21_100_20.068-33.041
Plasmid	xy21_101_20.111-33.075
Plasmid	xy21_101_20.129-41.59
Plasmid	xy21_102_20.147-33.077
Plasmid	xy21_103_20.119-33.079
Plasmid	xy21_104_20.109-33.083
Plasmid	xy21_105_20.122-33.085
Plasmid	xy21_105_20.66-40.25
Plasmid	xy21_106_20.130-33.087
Plasmid	xy21_106_20.134-40.30
Plasmid	xy21_106_24.99-40.36
Plasmid	xy21_107_20.141-33.091
Plasmid	xy21_108_20.149-33.100
Plasmid	xy21_108_20.61-40.38
Plasmid	xy21_108_22.38-33.24
Plasmid	xy21_108_25.29-34.16
Plasmid	xy21_109_20.106-40.40
Plasmid	xy21_109_20.160-33.109
Plasmid	xy21_11_20.097-44.013
Plasmid	xy21_110_20.191-33.132
Plasmid	xy21_111_20.142-40.44
Plasmid	xy21_111_20.189-33.133
Plasmid	xy21_112_20.125-32.032
Plasmid	xy21_112_23.070-32.057
Plasmid	xy21_112_24.060-28.062
Plasmid	xy21_112_24.060-32.036
Plasmid	xy21_113_20.075-32.053
Plasmid	xy21_113_20.118-40.60
Plasmid	xy21_114_20.085-32.054
Plasmid	xy21_115_20.092-32.060
Plasmid	xy21_115_20.169-40.74
Plasmid	xy21_116_20.126-32.075
