time,sigma,variable,value,μ
34.234234234234236,15.0,Normal,0.795,25.0
34.53453453453454,15.0,Normal,0.788,25.0
34.83483483483484,15.0,Normal,0.783,25.0
35.13513513513514,15.0,Normal,0.776,25.0
35.43543543543544,15.0,Normal,0.773,25.0
35.73573573573574,15.0,Normal,0.768,25.0
36.03603603603604,15.0,Normal,0.763,25.0
36.33633633633634,15.0,Normal,0.757,25.0
36.63663663663664,15.0,Normal,0.751,25.0
36.93693693693694,15.0,Normal,0.748,25.0
37.23723723723724,15.0,Normal,0.741,25.0
37.53753753753754,15.0,Normal,0.734,25.0
37.83783783783784,15.0,Normal,0.728,25.0
38.13813813813814,15.0,Normal,0.724,25.0
38.43843843843844,15.0,Normal,0.718,25.0
38.73873873873874,15.0,Normal,0.709,25.0
39.03903903903904,15.0,Normal,0.706,25.0
39.33933933933934,15.0,Normal,0.701,25.0
39.63963963963964,15.0,Normal,0.695,25.0
39.93993993993994,15.0,Normal,0.691,25.0
40.24024024024024,15.0,Normal,0.689,25.0
40.54054054054054,15.0,Normal,0.683,25.0
40.84084084084084,15.0,Normal,0.679,25.0
41.14114114114114,15.0,Normal,0.674,25.0
41.44144144144144,15.0,Normal,0.664,25.0
41.74174174174174,15.0,Normal,0.651,25.0
42.04204204204204,15.0,Normal,0.642,25.0
42.34234234234234,15.0,Normal,0.633,25.0
42.64264264264264,15.0,Normal,0.619,25.0
42.94294294294294,15.0,Normal,0.608,25.0
43.24324324324324,15.0,Normal,0.602,25.0
43.54354354354354,15.0,Normal,0.599,25.0
43.84384384384384,15.0,Normal,0.593,25.0
44.14414414414414,15.0,Normal,0.58,25.0
44.44444444444444,15.0,Normal,0.575,25.0
44.74474474474474,15.0,Normal,0.572,25.0
45.04504504504504,15.0,Normal,0.563,25.0
45.34534534534534,15.0,Normal,0.553,25.0
45.645645645645644,15.0,Normal,0.546,25.0
45.945945945945944,15.0,Normal,0.536,25.0
46.246246246246244,15.0,Normal,0.531,25.0
46.546546546546544,15.0,Normal,0.527,25.0
46.846846846846844,15.0,Normal,0.522,25.0
47.147147147147145,15.0,Normal,0.51,25.0
47.447447447447445,15.0,Normal,0.503,25.0
47.747747747747745,15.0,Normal,0.494,25.0
48.048048048048045,15.0,Normal,0.487,25.0
48.348348348348345,15.0,Normal,0.482,25.0
48.648648648648646,15.0,Normal,0.469,25.0
48.948948948948946,15.0,Normal,0.46,25.0
49.249249249249246,15.0,Normal,0.454,25.0
49.549549549549546,15.0,Normal,0.447,25.0
49.849849849849846,15.0,Normal,0.438,25.0
50.150150150150154,15.0,Normal,0.431,25.0
50.450450450450454,15.0,Normal,0.428,25.0
50.750750750750754,15.0,Normal,0.415,25.0
51.051051051051054,15.0,Normal,0.411,25.0
51.351351351351354,15.0,Normal,0.406,25.0
51.651651651651655,15.0,Normal,0.395,25.0
51.951951951951955,15.0,Normal,0.391,25.0
52.252252252252255,15.0,Normal,0.384,25.0
52.552552552552555,15.0,Normal,0.38,25.0
52.852852852852855,15.0,Normal,0.373,25.0
53.153153153153156,15.0,Normal,0.364,25.0
53.453453453453456,15.0,Normal,0.354,25.0
53.753753753753756,15.0,Normal,0.35,25.0
54.054054054054056,15.0,Normal,0.349,25.0
54.354354354354356,15.0,Normal,0.345,25.0
54.65465465465466,15.0,Normal,0.336,25.0
54.95495495495496,15.0,Normal,0.332,25.0
55.25525525525526,15.0,Normal,0.328,25.0
55.55555555555556,15.0,Normal,0.321,25.0
55.85585585585586,15.0,Normal,0.314,25.0
56.15615615615616,15.0,Normal,0.304,25.0
56.45645645645646,15.0,Normal,0.296,25.0
56.75675675675676,15.0,Normal,0.29,25.0
57.05705705705706,15.0,Normal,0.283,25.0
57.35735735735736,15.0,Normal,0.278,25.0
57.65765765765766,15.0,Normal,0.269,25.0
57.95795795795796,15.0,Normal,0.262,25.0
58.25825825825826,15.0,Normal,0.256,25.0
58.55855855855856,15.0,Normal,0.252,25.0
58.85885885885886,15.0,Normal,0.248,25.0
59.15915915915916,15.0,Normal,0.241,25.0
59.45945945945946,15.0,Normal,0.234,25.0
59.75975975975976,15.0,Normal,0.228,25.0
60.06006006006006,15.0,Normal,0.223,25.0
60.36036036036036,15.0,Normal,0.222,25.0
60.66066066066066,15.0,Normal,0.217,25.0
60.96096096096096,15.0,Normal,0.207,25.0
61.26126126126126,15.0,Normal,0.199,25.0
61.56156156156156,15.0,Normal,0.195,25.0
61.86186186186186,15.0,Normal,0.191,25.0
62.16216216216216,15.0,Normal,0.185,25.0
62.46246246246246,15.0,Normal,0.18,25.0
62.76276276276276,15.0,Normal,0.175,25.0
63.06306306306306,15.0,Normal,0.172,25.0
63.36336336336336,15.0,Normal,0.165,25.0
63.66366366366366,15.0,Normal,0.163,25.0
63.96396396396396,15.0,Normal,0.157,25.0
64.26426426426427,15.0,Normal,0.152,25.0
64.56456456456456,15.0,Normal,0.15,25.0
64.86486486486487,15.0,Normal,0.145,25.0
65.16516516516516,15.0,Normal,0.142,25.0
65.46546546546547,15.0,Normal,0.136,25.0
65.76576576576576,15.0,Normal,0.13,25.0
66.06606606606607,15.0,Normal,0.126,25.0
66.36636636636636,15.0,Normal,0.123,25.0
66.66666666666667,15.0,Normal,0.118,25.0
66.96696696696696,15.0,Normal,0.116,25.0
67.26726726726727,15.0,Normal,0.111,25.0
67.56756756756756,15.0,Normal,0.106,25.0
67.86786786786787,15.0,Normal,0.101,25.0
68.16816816816817,15.0,Normal,0.096,25.0
68.46846846846847,15.0,Normal,0.088,25.0
68.76876876876877,15.0,Normal,0.086,25.0
69.06906906906907,15.0,Normal,0.085,25.0
69.36936936936937,15.0,Normal,0.083,25.0
69.66966966966967,15.0,Normal,0.08,25.0
69.96996996996997,15.0,Normal,0.08,25.0
70.27027027027027,15.0,Normal,0.078,25.0
70.57057057057057,15.0,Normal,0.075,25.0
70.87087087087087,15.0,Normal,0.072,25.0
71.17117117117117,15.0,Normal,0.069,25.0
71.47147147147147,15.0,Normal,0.069,25.0
71.77177177177177,15.0,Normal,0.067,25.0
72.07207207207207,15.0,Normal,0.061,25.0
72.37237237237237,15.0,Normal,0.061,25.0
72.67267267267268,15.0,Normal,0.06,25.0
72.97297297297297,15.0,Normal,0.059,25.0
73.27327327327328,15.0,Normal,0.057,25.0
73.57357357357357,15.0,Normal,0.056,25.0
73.87387387387388,15.0,Normal,0.054,25.0
74.17417417417417,15.0,Normal,0.053,25.0
74.47447447447448,15.0,Normal,0.05,25.0
74.77477477477477,15.0,Normal,0.048,25.0
75.07507507507508,15.0,Normal,0.045,25.0
75.37537537537537,15.0,Normal,0.044,25.0
75.67567567567568,15.0,Normal,0.042,25.0
75.97597597597597,15.0,Normal,0.038,25.0
76.27627627627628,15.0,Normal,0.038,25.0
76.57657657657657,15.0,Normal,0.036,25.0
76.87687687687688,15.0,Normal,0.036,25.0
77.17717717717717,15.0,Normal,0.034,25.0
77.47747747747748,15.0,Normal,0.033,25.0
77.77777777777777,15.0,Normal,0.03,25.0
78.07807807807808,15.0,Normal,0.03,25.0
78.37837837837837,15.0,Normal,0.03,25.0
78.67867867867868,15.0,Normal,0.028,25.0
78.97897897897897,15.0,Normal,0.027,25.0
79.27927927927928,15.0,Normal,0.026,25.0
79.57957957957957,15.0,Normal,0.025,25.0
79.87987987987988,15.0,Normal,0.024,25.0
80.18018018018019,15.0,Normal,0.02,25.0
80.48048048048048,15.0,Normal,0.019,25.0
80.78078078078079,15.0,Normal,0.019,25.0
81.08108108108108,15.0,Normal,0.018,25.0
81.38138138138139,15.0,Normal,0.016,25.0
81.68168168168168,15.0,Normal,0.015,25.0
81.98198198198199,15.0,Normal,0.014,25.0
82.28228228228228,15.0,Normal,0.014,25.0
82.58258258258259,15.0,Normal,0.013,25.0
82.88288288288288,15.0,Normal,0.013,25.0
83.18318318318319,15.0,Normal,0.012,25.0
83.48348348348348,15.0,Normal,0.012,25.0
83.78378378378379,15.0,Normal,0.011,25.0
84.08408408408408,15.0,Normal,0.011,25.0
84.38438438438439,15.0,Normal,0.011,25.0
84.68468468468468,15.0,Normal,0.01,25.0
84.98498498498499,15.0,Normal,0.01,25.0
85.28528528528528,15.0,Normal,0.01,25.0
85.58558558558559,15.0,Normal,0.01,25.0
85.88588588588588,15.0,Normal,0.009,25.0
86.18618618618619,15.0,Normal,0.009,25.0
86.48648648648648,15.0,Normal,0.009,25.0
86.78678678678679,15.0,Normal,0.009,25.0
87.08708708708708,15.0,Normal,0.008,25.0
87.38738738738739,15.0,Normal,0.007,25.0
87.68768768768768,15.0,Normal,0.007,25.0
87.98798798798799,15.0,Normal,0.007,25.0
88.28828828828829,15.0,Normal,0.006,25.0
88.58858858858859,15.0,Normal,0.006,25.0
88.88888888888889,15.0,Normal,0.006,25.0
89.1891891891892,15.0,Normal,0.006,25.0
89.48948948948949,15.0,Normal,0.006,25.0
89.7897897897898,15.0,Normal,0.006,25.0
90.09009009009009,15.0,Normal,0.006,25.0
90.3903903903904,15.0,Normal,0.006,25.0
90.69069069069069,15.0,Normal,0.006,25.0
90.990990990991,15.0,Normal,0.005,25.0
91.29129129129129,15.0,Normal,0.005,25.0
91.5915915915916,15.0,Normal,0.005,25.0
91.89189189189189,15.0,Normal,0.005,25.0
92.1921921921922,15.0,Normal,0.005,25.0
92.49249249249249,15.0,Normal,0.005,25.0
92.7927927927928,15.0,Normal,0.004,25.0
93.09309309309309,15.0,Normal,0.003,25.0
93.3933933933934,15.0,Normal,0.003,25.0
93.69369369369369,15.0,Normal,0.002,25.0
93.993993993994,15.0,Normal,0.002,25.0
94.29429429429429,15.0,Normal,0.002,25.0
94.5945945945946,15.0,Normal,0.002,25.0
94.89489489489489,15.0,Normal,0.002,25.0
95.1951951951952,15.0,Normal,0.002,25.0
95.49549549549549,15.0,Normal,0.002,25.0
95.7957957957958,15.0,Normal,0.001,25.0
96.09609609609609,15.0,Normal,0.001,25.0
96.3963963963964,15.0,Normal,0.001,25.0
96.69669669669669,15.0,Normal,0.001,25.0
96.996996996997,15.0,Normal,0.001,25.0
97.29729729729729,15.0,Normal,0.001,25.0
97.5975975975976,15.0,Normal,0.001,25.0
97.89789789789789,15.0,Normal,0.001,25.0
98.1981981981982,15.0,Normal,0.001,25.0
98.49849849849849,15.0,Normal,0.001,25.0
98.7987987987988,15.0,Normal,0.001,25.0
99.09909909909909,15.0,Normal,0.001,25.0
99.3993993993994,15.0,Normal,0.0,25.0
99.69969969969969,15.0,Normal,0.0,25.0
100.0,15.0,Normal,0.0,25.0
100.30030030030031,15.0,Normal,0.0,25.0
100.6006006006006,15.0,Normal,0.0,25.0
100.90090090090091,15.0,Normal,0.0,25.0
101.2012012012012,15.0,Normal,0.0,25.0
101.50150150150151,15.0,Normal,0.0,25.0
101.8018018018018,15.0,Normal,0.0,25.0
102.10210210210211,15.0,Normal,0.0,25.0
102.4024024024024,15.0,Normal,0.0,25.0
102.70270270270271,15.0,Normal,0.0,25.0
103.003003003003,15.0,Normal,0.0,25.0
103.30330330330331,15.0,Normal,0.0,25.0
103.6036036036036,15.0,Normal,0.0,25.0
103.90390390390391,15.0,Normal,0.0,25.0
104.2042042042042,15.0,Normal,0.0,25.0
104.50450450450451,15.0,Normal,0.0,25.0
104.8048048048048,15.0,Normal,0.0,25.0
105.10510510510511,15.0,Normal,0.0,25.0
105.4054054054054,15.0,Normal,0.0,25.0
105.70570570570571,15.0,Normal,0.0,25.0
106.006006006006,15.0,Normal,0.0,25.0
106.30630630630631,15.0,Normal,0.0,25.0
106.6066066066066,15.0,Normal,0.0,25.0
106.90690690690691,15.0,Normal,0.0,25.0
107.2072072072072,15.0,Normal,0.0,25.0
107.50750750750751,15.0,Normal,0.0,25.0
107.8078078078078,15.0,Normal,0.0,25.0
108.10810810810811,15.0,Normal,0.0,25.0
108.4084084084084,15.0,Normal,0.0,25.0
108.70870870870871,15.0,Normal,0.0,25.0
109.009009009009,15.0,Normal,0.0,25.0
109.30930930930931,15.0,Normal,0.0,25.0
109.6096096096096,15.0,Normal,0.0,25.0
109.90990990990991,15.0,Normal,0.0,25.0
110.2102102102102,15.0,Normal,0.0,25.0
110.51051051051051,15.0,Normal,0.0,25.0
110.8108108108108,15.0,Normal,0.0,25.0
111.11111111111111,15.0,Normal,0.0,25.0
111.41141141141141,15.0,Normal,0.0,25.0
111.71171171171171,15.0,Normal,0.0,25.0
112.01201201201201,15.0,Normal,0.0,25.0
112.31231231231232,15.0,Normal,0.0,25.0
112.61261261261261,15.0,Normal,0.0,25.0
112.91291291291292,15.0,Normal,0.0,25.0
113.21321321321321,15.0,Normal,0.0,25.0
113.51351351351352,15.0,Normal,0.0,25.0
113.81381381381381,15.0,Normal,0.0,25.0
114.11411411411412,15.0,Normal,0.0,25.0
114.41441441441441,15.0,Normal,0.0,25.0
114.71471471471472,15.0,Normal,0.0,25.0
115.01501501501501,15.0,Normal,0.0,25.0
115.31531531531532,15.0,Normal,0.0,25.0
115.61561561561561,15.0,Normal,0.0,25.0
115.91591591591592,15.0,Normal,0.0,25.0
116.21621621621621,15.0,Normal,0.0,25.0
116.51651651651652,15.0,Normal,0.0,25.0
116.81681681681681,15.0,Normal,0.0,25.0
117.11711711711712,15.0,Normal,0.0,25.0
117.41741741741741,15.0,Normal,0.0,25.0
117.71771771771772,15.0,Normal,0.0,25.0
118.01801801801801,15.0,Normal,0.0,25.0
118.31831831831832,15.0,Normal,0.0,25.0
118.61861861861861,15.0,Normal,0.0,25.0
118.91891891891892,15.0,Normal,0.0,25.0
119.21921921921921,15.0,Normal,0.0,25.0
119.51951951951952,15.0,Normal,0.0,25.0
119.81981981981981,15.0,Normal,0.0,25.0
120.12012012012012,15.0,Normal,0.0,25.0
120.42042042042043,15.0,Normal,0.0,25.0
120.72072072072072,15.0,Normal,0.0,25.0
121.02102102102103,15.0,Normal,0.0,25.0
121.32132132132132,15.0,Normal,0.0,25.0
121.62162162162163,15.0,Normal,0.0,25.0
121.92192192192192,15.0,Normal,0.0,25.0
122.22222222222223,15.0,Normal,0.0,25.0
122.52252252252252,15.0,Normal,0.0,25.0
122.82282282282283,15.0,Normal,0.0,25.0
123.12312312312312,15.0,Normal,0.0,25.0
123.42342342342343,15.0,Normal,0.0,25.0
123.72372372372372,15.0,Normal,0.0,25.0
124.02402402402403,15.0,Normal,0.0,25.0
124.32432432432432,15.0,Normal,0.0,25.0
124.62462462462463,15.0,Normal,0.0,25.0
124.92492492492492,15.0,Normal,0.0,25.0
125.22522522522523,15.0,Normal,0.0,25.0
125.52552552552552,15.0,Normal,0.0,25.0
125.82582582582583,15.0,Normal,0.0,25.0
126.12612612612612,15.0,Normal,0.0,25.0
126.42642642642643,15.0,Normal,0.0,25.0
126.72672672672672,15.0,Normal,0.0,25.0
127.02702702702703,15.0,Normal,0.0,25.0
127.32732732732732,15.0,Normal,0.0,25.0
127.62762762762763,15.0,Normal,0.0,25.0
127.92792792792793,15.0,Normal,0.0,25.0
128.22822822822823,15.0,Normal,0.0,25.0
128.52852852852854,15.0,Normal,0.0,25.0
128.82882882882882,15.0,Normal,0.0,25.0
129.12912912912913,15.0,Normal,0.0,25.0
129.42942942942943,15.0,Normal,0.0,25.0
129.72972972972974,15.0,Normal,0.0,25.0
130.03003003003002,15.0,Normal,0.0,25.0
130.33033033033033,15.0,Normal,0.0,25.0
130.63063063063063,15.0,Normal,0.0,25.0
130.93093093093094,15.0,Normal,0.0,25.0
131.23123123123122,15.0,Normal,0.0,25.0
131.53153153153153,15.0,Normal,0.0,25.0
131.83183183183183,15.0,Normal,0.0,25.0
132.13213213213214,15.0,Normal,0.0,25.0
132.43243243243242,15.0,Normal,0.0,25.0
132.73273273273273,15.0,Normal,0.0,25.0
133.03303303303304,15.0,Normal,0.0,25.0
133.33333333333334,15.0,Normal,0.0,25.0
133.63363363363362,15.0,Normal,0.0,25.0
133.93393393393393,15.0,Normal,0.0,25.0
134.23423423423424,15.0,Normal,0.0,25.0
134.53453453453454,15.0,Normal,0.0,25.0
134.83483483483482,15.0,Normal,0.0,25.0
135.13513513513513,15.0,Normal,0.0,25.0
135.43543543543544,15.0,Normal,0.0,25.0
135.73573573573574,15.0,Normal,0.0,25.0
136.03603603603602,15.0,Normal,0.0,25.0
136.33633633633633,15.0,Normal,0.0,25.0
136.63663663663664,15.0,Normal,0.0,25.0
136.93693693693695,15.0,Normal,0.0,25.0
137.23723723723722,15.0,Normal,0.0,25.0
137.53753753753753,15.0,Normal,0.0,25.0
137.83783783783784,15.0,Normal,0.0,25.0
138.13813813813815,15.0,Normal,0.0,25.0
138.43843843843842,15.0,Normal,0.0,25.0
138.73873873873873,15.0,Normal,0.0,25.0
139.03903903903904,15.0,Normal,0.0,25.0
139.33933933933935,15.0,Normal,0.0,25.0
139.63963963963963,15.0,Normal,0.0,25.0
139.93993993993993,15.0,Normal,0.0,25.0
140.24024024024024,15.0,Normal,0.0,25.0
140.54054054054055,15.0,Normal,0.0,25.0
140.84084084084085,15.0,Normal,0.0,25.0
141.14114114114113,15.0,Normal,0.0,25.0
141.44144144144144,15.0,Normal,0.0,25.0
141.74174174174175,15.0,Normal,0.0,25.0
142.04204204204206,15.0,Normal,0.0,25.0
142.34234234234233,15.0,Normal,0.0,25.0
142.64264264264264,15.0,Normal,0.0,25.0
142.94294294294295,15.0,Normal,0.0,25.0
143.24324324324326,15.0,Normal,0.0,25.0
143.54354354354354,15.0,Normal,0.0,25.0
143.84384384384384,15.0,Normal,0.0,25.0
144.14414414414415,15.0,Normal,0.0,25.0
144.44444444444446,15.0,Normal,0.0,25.0
144.74474474474474,15.0,Normal,0.0,25.0
145.04504504504504,15.0,Normal,0.0,25.0
145.34534534534535,15.0,Normal,0.0,25.0
145.64564564564566,15.0,Normal,0.0,25.0
145.94594594594594,15.0,Normal,0.0,25.0
146.24624624624624,15.0,Normal,0.0,25.0
146.54654654654655,15.0,Normal,0.0,25.0
146.84684684684686,15.0,Normal,0.0,25.0
147.14714714714714,15.0,Normal,0.0,25.0
147.44744744744744,15.0,Normal,0.0,25.0
147.74774774774775,15.0,Normal,0.0,25.0
148.04804804804806,15.0,Normal,0.0,25.0
148.34834834834834,15.0,Normal,0.0,25.0
148.64864864864865,15.0,Normal,0.0,25.0
148.94894894894895,15.0,Normal,0.0,25.0
149.24924924924926,15.0,Normal,0.0,25.0
149.54954954954954,15.0,Normal,0.0,25.0
149.84984984984985,15.0,Normal,0.0,25.0
150.15015015015015,15.0,Normal,0.0,25.0
150.45045045045046,15.0,Normal,0.0,25.0
150.75075075075074,15.0,Normal,0.0,25.0
151.05105105105105,15.0,Normal,0.0,25.0
151.35135135135135,15.0,Normal,0.0,25.0
151.65165165165166,15.0,Normal,0.0,25.0
151.95195195195194,15.0,Normal,0.0,25.0
152.25225225225225,15.0,Normal,0.0,25.0
152.55255255255256,15.0,Normal,0.0,25.0
152.85285285285286,15.0,Normal,0.0,25.0
153.15315315315314,15.0,Normal,0.0,25.0
153.45345345345345,15.0,Normal,0.0,25.0
153.75375375375376,15.0,Normal,0.0,25.0
154.05405405405406,15.0,Normal,0.0,25.0
154.35435435435434,15.0,Normal,0.0,25.0
154.65465465465465,15.0,Normal,0.0,25.0
154.95495495495496,15.0,Normal,0.0,25.0
155.25525525525526,15.0,Normal,0.0,25.0
155.55555555555554,15.0,Normal,0.0,25.0
155.85585585585585,15.0,Normal,0.0,25.0
156.15615615615616,15.0,Normal,0.0,25.0
156.45645645645646,15.0,Normal,0.0,25.0
156.75675675675674,15.0,Normal,0.0,25.0
157.05705705705705,15.0,Normal,0.0,25.0
157.35735735735736,15.0,Normal,0.0,25.0
157.65765765765767,15.0,Normal,0.0,25.0
157.95795795795794,15.0,Normal,0.0,25.0
158.25825825825825,15.0,Normal,0.0,25.0
158.55855855855856,15.0,Normal,0.0,25.0
158.85885885885887,15.0,Normal,0.0,25.0
159.15915915915915,15.0,Normal,0.0,25.0
159.45945945945945,15.0,Normal,0.0,25.0
159.75975975975976,15.0,Normal,0.0,25.0
160.06006006006007,15.0,Normal,0.0,25.0
160.36036036036037,15.0,Normal,0.0,25.0
160.66066066066065,15.0,Normal,0.0,25.0
160.96096096096096,15.0,Normal,0.0,25.0
161.26126126126127,15.0,Normal,0.0,25.0
161.56156156156158,15.0,Normal,0.0,25.0
161.86186186186185,15.0,Normal,0.0,25.0
162.16216216216216,15.0,Normal,0.0,25.0
162.46246246246247,15.0,Normal,0.0,25.0
162.76276276276278,15.0,Normal,0.0,25.0
163.06306306306305,15.0,Normal,0.0,25.0
163.36336336336336,15.0,Normal,0.0,25.0
163.66366366366367,15.0,Normal,0.0,25.0
163.96396396396398,15.0,Normal,0.0,25.0
164.26426426426426,15.0,Normal,0.0,25.0
164.56456456456456,15.0,Normal,0.0,25.0
164.86486486486487,15.0,Normal,0.0,25.0
165.16516516516518,15.0,Normal,0.0,25.0
165.46546546546546,15.0,Normal,0.0,25.0
165.76576576576576,15.0,Normal,0.0,25.0
166.06606606606607,15.0,Normal,0.0,25.0
166.36636636636638,15.0,Normal,0.0,25.0
166.66666666666666,15.0,Normal,0.0,25.0
166.96696696696696,15.0,Normal,0.0,25.0
167.26726726726727,15.0,Normal,0.0,25.0
167.56756756756758,15.0,Normal,0.0,25.0
167.86786786786786,15.0,Normal,0.0,25.0
168.16816816816817,15.0,Normal,0.0,25.0
168.46846846846847,15.0,Normal,0.0,25.0
168.76876876876878,15.0,Normal,0.0,25.0
169.06906906906906,15.0,Normal,0.0,25.0
169.36936936936937,15.0,Normal,0.0,25.0
169.66966966966967,15.0,Normal,0.0,25.0
169.96996996996998,15.0,Normal,0.0,25.0
170.27027027027026,15.0,Normal,0.0,25.0
170.57057057057057,15.0,Normal,0.0,25.0
170.87087087087087,15.0,Normal,0.0,25.0
171.17117117117118,15.0,Normal,0.0,25.0
171.47147147147146,15.0,Normal,0.0,25.0
171.77177177177177,15.0,Normal,0.0,25.0
172.07207207207207,15.0,Normal,0.0,25.0
172.37237237237238,15.0,Normal,0.0,25.0
172.67267267267266,15.0,Normal,0.0,25.0
172.97297297297297,15.0,Normal,0.0,25.0
173.27327327327328,15.0,Normal,0.0,25.0
173.57357357357358,15.0,Normal,0.0,25.0
173.87387387387386,15.0,Normal,0.0,25.0
174.17417417417417,15.0,Normal,0.0,25.0
174.47447447447448,15.0,Normal,0.0,25.0
174.77477477477478,15.0,Normal,0.0,25.0
175.07507507507506,15.0,Normal,0.0,25.0
175.37537537537537,15.0,Normal,0.0,25.0
175.67567567567568,15.0,Normal,0.0,25.0
175.97597597597598,15.0,Normal,0.0,25.0
176.27627627627626,15.0,Normal,0.0,25.0
176.57657657657657,15.0,Normal,0.0,25.0
176.87687687687688,15.0,Normal,0.0,25.0
177.17717717717719,15.0,Normal,0.0,25.0
177.47747747747746,15.0,Normal,0.0,25.0
177.77777777777777,15.0,Normal,0.0,25.0
178.07807807807808,15.0,Normal,0.0,25.0
178.3783783783784,15.0,Normal,0.0,25.0
178.67867867867866,15.0,Normal,0.0,25.0
178.97897897897897,15.0,Normal,0.0,25.0
179.27927927927928,15.0,Normal,0.0,25.0
179.5795795795796,15.0,Normal,0.0,25.0
179.87987987987987,15.0,Normal,0.0,25.0
180.18018018018017,15.0,Normal,0.0,25.0
180.48048048048048,15.0,Normal,0.0,25.0
180.7807807807808,15.0,Normal,0.0,25.0
181.0810810810811,15.0,Normal,0.0,25.0
181.38138138138137,15.0,Normal,0.0,25.0
181.68168168168168,15.0,Normal,0.0,25.0
181.981981981982,15.0,Normal,0.0,25.0
182.2822822822823,15.0,Normal,0.0,25.0
182.58258258258257,15.0,Normal,0.0,25.0
182.88288288288288,15.0,Normal,0.0,25.0
183.1831831831832,15.0,Normal,0.0,25.0
183.4834834834835,15.0,Normal,0.0,25.0
183.78378378378378,15.0,Normal,0.0,25.0
184.08408408408408,15.0,Normal,0.0,25.0
184.3843843843844,15.0,Normal,0.0,25.0
184.6846846846847,15.0,Normal,0.0,25.0
184.98498498498498,15.0,Normal,0.0,25.0
185.28528528528528,15.0,Normal,0.0,25.0
185.5855855855856,15.0,Normal,0.0,25.0
185.8858858858859,15.0,Normal,0.0,25.0
186.18618618618618,15.0,Normal,0.0,25.0
186.48648648648648,15.0,Normal,0.0,25.0
186.7867867867868,15.0,Normal,0.0,25.0
187.0870870870871,15.0,Normal,0.0,25.0
187.38738738738738,15.0,Normal,0.0,25.0
187.68768768768768,15.0,Normal,0.0,25.0
187.987987987988,15.0,Normal,0.0,25.0
188.2882882882883,15.0,Normal,0.0,25.0
188.58858858858858,15.0,Normal,0.0,25.0
188.88888888888889,15.0,Normal,0.0,25.0
189.1891891891892,15.0,Normal,0.0,25.0
189.4894894894895,15.0,Normal,0.0,25.0
189.78978978978978,15.0,Normal,0.0,25.0
190.0900900900901,15.0,Normal,0.0,25.0
190.3903903903904,15.0,Normal,0.0,25.0
190.6906906906907,15.0,Normal,0.0,25.0
190.99099099099098,15.0,Normal,0.0,25.0
191.2912912912913,15.0,Normal,0.0,25.0
191.5915915915916,15.0,Normal,0.0,25.0
191.8918918918919,15.0,Normal,0.0,25.0
192.19219219219218,15.0,Normal,0.0,25.0
192.4924924924925,15.0,Normal,0.0,25.0
192.7927927927928,15.0,Normal,0.0,25.0
193.0930930930931,15.0,Normal,0.0,25.0
193.39339339339338,15.0,Normal,0.0,25.0
193.6936936936937,15.0,Normal,0.0,25.0
193.993993993994,15.0,Normal,0.0,25.0
194.2942942942943,15.0,Normal,0.0,25.0
194.59459459459458,15.0,Normal,0.0,25.0
194.8948948948949,15.0,Normal,0.0,25.0
195.1951951951952,15.0,Normal,0.0,25.0
195.4954954954955,15.0,Normal,0.0,25.0
195.79579579579578,15.0,Normal,0.0,25.0
196.0960960960961,15.0,Normal,0.0,25.0
196.3963963963964,15.0,Normal,0.0,25.0
196.6966966966967,15.0,Normal,0.0,25.0
196.99699699699698,15.0,Normal,0.0,25.0
197.2972972972973,15.0,Normal,0.0,25.0
197.5975975975976,15.0,Normal,0.0,25.0
197.8978978978979,15.0,Normal,0.0,25.0
198.19819819819818,15.0,Normal,0.0,25.0
198.4984984984985,15.0,Normal,0.0,25.0
198.7987987987988,15.0,Normal,0.0,25.0
199.0990990990991,15.0,Normal,0.0,25.0
199.39939939939939,15.0,Normal,0.0,25.0
199.6996996996997,15.0,Normal,0.0,25.0
200.0,15.0,Normal,0.0,25.0
200.3003003003003,15.0,Normal,0.0,25.0
200.60060060060061,15.0,Normal,0.0,25.0
200.9009009009009,15.0,Normal,0.0,25.0
201.2012012012012,15.0,Normal,0.0,25.0
201.5015015015015,15.0,Normal,0.0,25.0
201.80180180180182,15.0,Normal,0.0,25.0
202.1021021021021,15.0,Normal,0.0,25.0
202.4024024024024,15.0,Normal,0.0,25.0
202.7027027027027,15.0,Normal,0.0,25.0
203.00300300300302,15.0,Normal,0.0,25.0
203.3033033033033,15.0,Normal,0.0,25.0
203.6036036036036,15.0,Normal,0.0,25.0
203.9039039039039,15.0,Normal,0.0,25.0
204.20420420420422,15.0,Normal,0.0,25.0
204.5045045045045,15.0,Normal,0.0,25.0
204.8048048048048,15.0,Normal,0.0,25.0
205.1051051051051,15.0,Normal,0.0,25.0
205.40540540540542,15.0,Normal,0.0,25.0
205.7057057057057,15.0,Normal,0.0,25.0
206.006006006006,15.0,Normal,0.0,25.0
206.3063063063063,15.0,Normal,0.0,25.0
206.60660660660662,15.0,Normal,0.0,25.0
206.9069069069069,15.0,Normal,0.0,25.0
207.2072072072072,15.0,Normal,0.0,25.0
207.5075075075075,15.0,Normal,0.0,25.0
207.80780780780782,15.0,Normal,0.0,25.0
208.1081081081081,15.0,Normal,0.0,25.0
208.4084084084084,15.0,Normal,0.0,25.0
208.7087087087087,15.0,Normal,0.0,25.0
209.00900900900902,15.0,Normal,0.0,25.0
